"Duration","Start date","End date","Start station number","Start station","End station number","End station","Bike number","Member type"
274,"2019-04-01 07:39:41","2019-04-01 07:44:16",31117,"15th & Euclid St  NW",31126,"11th & Girard St NW","W21379","Member"
427,"2019-04-01 07:39:43","2019-04-01 07:46:51",31254,"15th & K St NW",31279,"19th & G St NW","W23828","Member"
338,"2019-04-01 07:39:46","2019-04-01 07:45:24",31285,"22nd & P ST NW",31250,"20th & L St NW","W23295","Member"
366,"2019-04-01 07:39:59","2019-04-01 07:46:06",31212,"21st & M St NW",31239,"Rhode Island & Connecticut Ave NW","W21807","Member"
930,"2019-04-01 07:40:00","2019-04-01 07:55:30",31307,"3000 Connecticut Ave NW / National Zoo",31204,"20th & E St NW","W22991","Member"
381,"2019-04-01 07:40:05","2019-04-01 07:46:27",31223,"Convention Center / 7th & M St NW",31221,"18th & M St NW",78138,"Member"
179,"2019-04-01 07:40:18","2019-04-01 07:43:18",31104,"Adams Mill & Columbia Rd NW",31121,"Calvert St & Woodley Pl NW","W23890","Member"
1337,"2019-04-01 07:40:20","2019-04-01 08:02:38",31404,"9th & Upshur St NW",31230,"Metro Center / 12th & G St NW","W01147","Member"
848,"2019-04-01 07:40:23","2019-04-01 07:54:32",31249,"Jefferson Memorial",31297,"Virginia Ave & 25th St NW","W23850","Member"
923,"2019-04-01 07:40:24","2019-04-01 07:55:48",31268,"12th & U St NW",31279,"19th & G St NW","W23071","Member"
1233,"2019-04-01 07:40:37","2019-04-01 08:01:10",31400,"Georgia & New Hampshire Ave NW",31128,"23rd & M St NW","W00267","Member"
534,"2019-04-01 07:40:37","2019-04-01 07:49:31",31505,"Eckington Pl & Q St NE",31624,"North Capitol St & F St NW","W20854","Member"
140,"2019-04-01 07:40:51","2019-04-01 07:43:12",31630,"15th & East Capitol St NE",31601,"19th & East Capitol St SE","W23596","Member"
438,"2019-04-01 07:40:51","2019-04-01 07:48:09",31282,"16th & R St NW",31227,"13th St & New York Ave NW","W20386","Member"
443,"2019-04-01 07:40:54","2019-04-01 07:48:17",31905,"Kennebec St & 11th St N",31038,"Glebe Rd & 11th St N","W23113","Member"
1205,"2019-04-01 07:41:00","2019-04-01 08:01:05",31917,"N Lynn St & Fairfax Dr",31078,"Arlington Blvd & S George Mason Dr","W20479","Member"
647,"2019-04-01 07:41:02","2019-04-01 07:51:50",31286,"11th & O St NW",31224,"19th & L St NW","W20388","Member"
1066,"2019-04-01 07:41:02","2019-04-01 07:58:49",31114,"18th St & Wyoming Ave NW",31639,"2nd & G St NE","W22851","Member"
243,"2019-04-01 07:41:06","2019-04-01 07:45:09",32205,"Westpark & Jones Branch Dr",32204,"Tysons Corner Station","W00584","Member"
376,"2019-04-01 07:41:10","2019-04-01 07:47:26",31712,"Oklahoma Ave & D St NE",31601,"19th & East Capitol St SE",75599,"Member"
794,"2019-04-01 07:41:11","2019-04-01 07:54:25",31636,"New Jersey Ave & N St NW/Dunbar HS",31239,"Rhode Island & Connecticut Ave NW","W23612","Member"
194,"2019-04-01 07:41:11","2019-04-01 07:44:26",31915,"Powhatan St & Bashford Ln",31047,"Braddock Rd Metro","W00260","Member"
574,"2019-04-01 07:41:22","2019-04-01 07:50:56",31200,"Massachusetts Ave & Dupont Circle NW",31215,"Georgetown Harbor / 30th St NW","W23974","Member"
349,"2019-04-01 07:41:30","2019-04-01 07:47:20",31613,"Eastern Market Metro / Pennsylvania Ave & 7th St SE",31635,"Potomac Ave & 8th St SE","W22138","Member"
473,"2019-04-01 07:41:32","2019-04-01 07:49:25",31218,"L'Enfant Plaza / 7th & C St SW",31271,"Constitution Ave & 2nd St NW/DOL","W23915","Member"
249,"2019-04-01 07:41:35","2019-04-01 07:45:45",31200,"Massachusetts Ave & Dupont Circle NW",31255,"24th & N St NW","W22965","Member"
531,"2019-04-01 07:41:38","2019-04-01 07:50:29",31119,"14th & Belmont St NW",31213,"17th & K St NW","W00603","Member"
604,"2019-04-01 07:41:42","2019-04-01 07:51:47",31257,"22nd & I St NW / Foggy Bottom",31236,"37th & O St NW / Georgetown University","W23629","Member"
787,"2019-04-01 07:41:45","2019-04-01 07:54:53",31623,"Columbus Circle / Union Station",31200,"Massachusetts Ave & Dupont Circle NW",75705,"Member"
1315,"2019-04-01 07:41:54","2019-04-01 08:03:49",31280,"11th & S St NW",31215,"Georgetown Harbor / 30th St NW","W01274","Member"
1725,"2019-04-01 07:42:02","2019-04-01 08:10:48",31037,"Ballston Metro / Stuart St & 9th St N",31258,"Lincoln Memorial","W23261","Member"
327,"2019-04-01 07:42:04","2019-04-01 07:47:31",31640,"Maryland Ave & E St NE",31623,"Columbus Circle / Union Station","W21381","Member"
712,"2019-04-01 07:42:04","2019-04-01 07:53:56",31519,"1st & O St NW",31277,"17th & G St NW","W21591","Member"
1040,"2019-04-01 07:42:18","2019-04-01 07:59:39",31226,"34th St & Wisconsin Ave NW",31100,"19th St & Pennsylvania Ave NW","W21692","Member"
976,"2019-04-01 07:42:19","2019-04-01 07:58:36",31406,"14th & Upshur St NW",31250,"20th & L St NW",78134,"Member"
684,"2019-04-01 07:42:29","2019-04-01 07:53:53",31623,"Columbus Circle / Union Station",31208,"M St & New Jersey Ave SE","W23699","Member"
590,"2019-04-01 07:42:32","2019-04-01 07:52:23",31519,"1st & O St NW",31262,"11th & F St NW","W21538","Member"
536,"2019-04-01 07:42:38","2019-04-01 07:51:35",31239,"Rhode Island & Connecticut Ave NW",31266,"11th & M St NW","W00775","Member"
741,"2019-04-01 07:42:40","2019-04-01 07:55:01",31602,"Park Rd & Holmead Pl NW",31417,"Kansas Ave & Sherman Cr NW","W01462","Member"
550,"2019-04-01 07:42:42","2019-04-01 07:51:52",31623,"Columbus Circle / Union Station",31635,"Potomac Ave & 8th St SE","W21791","Member"
311,"2019-04-01 07:42:45","2019-04-01 07:47:56",31282,"16th & R St NW",31233,"17th & K St NW / Farragut Square","W01269","Member"
846,"2019-04-01 07:42:51","2019-04-01 07:56:58",31285,"22nd & P ST NW",31215,"Georgetown Harbor / 30th St NW","W22734","Member"
259,"2019-04-01 07:42:55","2019-04-01 07:47:15",31233,"17th & K St NW / Farragut Square",31204,"20th & E St NW","W00885","Member"
216,"2019-04-01 07:42:57","2019-04-01 07:46:34",31213,"17th & K St NW",31279,"19th & G St NW","W24056","Member"
222,"2019-04-01 07:43:03","2019-04-01 07:46:45",31098,"King St Metro North / Cameron St",31044,"King St & Patrick St","W21810","Member"
485,"2019-04-01 07:43:13","2019-04-01 07:51:18",31280,"11th & S St NW",31233,"17th & K St NW / Farragut Square","W21384","Member"
1475,"2019-04-01 07:43:16","2019-04-01 08:07:51",31921,"Westover Library / Washington Blvd & N McKinley Rd",31074,"TJ Cmty Ctr / 2nd St & S Old Glebe Rd",78395,"Member"
894,"2019-04-01 07:43:16","2019-04-01 07:58:11",31296,"Columbia & Ontario Rd NW",31260,"23rd & E St NW ","W22131","Member"
594,"2019-04-01 07:43:21","2019-04-01 07:53:16",31229,"New Hampshire Ave & T St NW",31224,"19th & L St NW","W23008","Member"
968,"2019-04-01 07:43:24","2019-04-01 07:59:32",31126,"11th & Girard St NW",31517,"Union Market","W00883","Member"
470,"2019-04-01 07:43:25","2019-04-01 07:51:16",31201,"15th & P St NW",31242,"18th St & Pennsylvania Ave NW",75628,"Member"
477,"2019-04-01 07:43:26","2019-04-01 07:51:24",31299,"Connecticut Ave & R St NW",31257,"22nd & I St NW / Foggy Bottom","W22271","Member"
549,"2019-04-01 07:43:31","2019-04-01 07:52:40",31203,"14th & Rhode Island Ave NW",31270,"8th & D St NW",75433,"Member"
469,"2019-04-01 07:43:35","2019-04-01 07:51:24",31651,"11th & Park Rd NW",31268,"12th & U St NW","W23218","Member"
728,"2019-04-01 07:43:37","2019-04-01 07:55:45",31117,"15th & Euclid St  NW",31291,"Vermont Ave & I St NW","W00864","Member"
868,"2019-04-01 07:43:40","2019-04-01 07:58:09",31299,"Connecticut Ave & R St NW",31232,"7th & F St NW / National Portrait Gallery","W00761","Member"
837,"2019-04-01 07:43:41","2019-04-01 07:57:38",31522,"2nd St & Seaton Pl NE",31241,"Thomas Circle","W23449","Member"
491,"2019-04-01 07:43:46","2019-04-01 07:51:58",31646,"Maine Ave & 9th St SW",31249,"Jefferson Memorial","E00145","Member"
644,"2019-04-01 07:43:48","2019-04-01 07:54:32",31296,"Columbia & Ontario Rd NW",31239,"Rhode Island & Connecticut Ave NW","W22371","Member"
553,"2019-04-01 07:43:58","2019-04-01 07:53:11",31625,"3rd & G St SE",31623,"Columbus Circle / Union Station","W01396","Member"
405,"2019-04-01 07:44:04","2019-04-01 07:50:49",31213,"17th & K St NW",31284,"18th & C St NW","W22296","Member"
464,"2019-04-01 07:44:06","2019-04-01 07:51:51",31085,"Mount Vernon Ave & E Nelson Ave",31046,"Henry St & Pendleton St","W20783","Member"
721,"2019-04-01 07:44:07","2019-04-01 07:56:08",31623,"Columbus Circle / Union Station",31634,"3rd & Tingey St SE","W24046","Member"
654,"2019-04-01 07:44:26","2019-04-01 07:55:20",31244,"4th & E St SW",31623,"Columbus Circle / Union Station","W00110","Member"
2400,"2019-04-01 07:44:27","2019-04-01 08:24:28",31805,"Pennsylvania & Minnesota Ave SE",31235,"19th St & Constitution Ave NW","W22560","Member"
435,"2019-04-01 07:44:30","2019-04-01 07:51:45",31288,"4th St & Madison Dr NW",31655,"New Jersey Ave & F St NW","W23450","Member"
327,"2019-04-01 07:44:30","2019-04-01 07:49:58",32204,"Tysons Corner Station",32206,"Jones Branch & Westbranch Dr","W21957","Member"
234,"2019-04-01 07:44:33","2019-04-01 07:48:27",31406,"14th & Upshur St NW",31406,"14th & Upshur St NW",75470,"Member"
691,"2019-04-01 07:44:35","2019-04-01 07:56:06",31126,"11th & Girard St NW",31200,"Massachusetts Ave & Dupont Circle NW","W21379","Member"
394,"2019-04-01 07:44:35","2019-04-01 07:51:09",31510,"18th St & Rhode Island Ave NE",31516,"Rhode Island Ave Metro","W21174","Member"
431,"2019-04-01 07:44:36","2019-04-01 07:51:48",31623,"Columbus Circle / Union Station",31658,"Rosedale Rec Center",78321,"Member"
181,"2019-04-01 07:44:36","2019-04-01 07:47:38",31628,"1st & K St SE",31643,"1st & D St SE","W00597","Member"
1918,"2019-04-01 07:44:51","2019-04-01 08:16:49",31125,"15th & W St NW",31216,"14th St & New York Ave NW","W01289","Member"
457,"2019-04-01 07:44:53","2019-04-01 07:52:30",31065,"Pershing Dr & Wayne St",31040,"GMU / Fairfax Dr & Kenmore St","W23977","Member"
698,"2019-04-01 07:44:55","2019-04-01 07:56:34",31656,"Maryland Ave & 17th St NE",31627,"3rd & M St NE","W01328","Member"
282,"2019-04-01 07:44:57","2019-04-01 07:49:40",32026,"Carroll & Ethan Allen Ave",31408,"Takoma Metro","W21383","Member"
462,"2019-04-01 07:45:07","2019-04-01 07:52:49",31273,"Hains Point/Buckeye & Ohio Dr SW",31287,"10th St & L'Enfant Plaza SW","W24026","Member"
854,"2019-04-01 07:45:19","2019-04-01 07:59:34",31102,"11th & Kenyon St NW",31239,"Rhode Island & Connecticut Ave NW","W23474","Member"
751,"2019-04-01 07:45:22","2019-04-01 07:57:54",31121,"Calvert St & Woodley Pl NW",31201,"15th & P St NW","W23611","Member"
528,"2019-04-01 07:45:33","2019-04-01 07:54:22",31271,"Constitution Ave & 2nd St NW/DOL",31287,"10th St & L'Enfant Plaza SW","W24157","Member"
911,"2019-04-01 07:45:35","2019-04-01 08:00:46",31102,"11th & Kenyon St NW",31233,"17th & K St NW / Farragut Square","W22217","Member"
382,"2019-04-01 07:45:37","2019-04-01 07:52:00",31224,"19th & L St NW",31220,"US Dept of State / Virginia Ave & 21st St NW","W22294","Member"
1106,"2019-04-01 07:45:41","2019-04-01 08:04:07",31505,"Eckington Pl & Q St NE",31110,"20th St & Florida Ave NW","W01098","Member"
2788,"2019-04-01 07:45:50","2019-04-01 08:32:18",31275,"New Hampshire Ave & 24th St NW",31259,"20th St & Virginia Ave NW","W00605","Member"
247,"2019-04-01 07:46:03","2019-04-01 07:50:11",31201,"15th & P St NW",31291,"Vermont Ave & I St NW","W20045","Member"
736,"2019-04-01 07:46:10","2019-04-01 07:58:27",31107,"Lamont & Mt Pleasant NW",31212,"21st & M St NW","W01245","Member"
1136,"2019-04-01 07:46:13","2019-04-01 08:05:10",31108,"4th & M St SW",31277,"17th & G St NW","W22558","Member"
1012,"2019-04-01 07:46:18","2019-04-01 08:03:10",31513,"Rhode Island Ave & V St NE",31277,"17th & G St NW","W21573","Member"
381,"2019-04-01 07:46:24","2019-04-01 07:52:45",31011,"Crystal Dr & 23rd St S",31071,"Eads St & 12th St S","W23555","Member"
393,"2019-04-01 07:46:24","2019-04-01 07:52:57",31621,"4th & D St NW / Judiciary Square",31244,"4th & E St SW","W20558","Member"
811,"2019-04-01 07:46:31","2019-04-01 08:00:03",31109,"7th & T St NW",31216,"14th St & New York Ave NW",78337,"Member"
232,"2019-04-01 07:46:31","2019-04-01 07:50:23",31030,"Lee Hwy & N Adams St",31089,"Court House Metro / 15th St & N Uhle St","W22351","Member"
171,"2019-04-01 07:46:46","2019-04-01 07:49:38",31267,"17th St & Massachusetts Ave NW",31233,"17th & K St NW / Farragut Square","W23911","Member"
1032,"2019-04-01 07:46:47","2019-04-01 08:03:59",31103,"16th & Harvard St NW",31204,"20th & E St NW","W21895","Member"
568,"2019-04-01 07:46:51","2019-04-01 07:56:19",31605,"3rd & D St SE",31621,"4th & D St NW / Judiciary Square","W00617","Member"
1099,"2019-04-01 07:46:58","2019-04-01 08:05:17",31622,"13th & D St NE",31218,"L'Enfant Plaza / 7th & C St SW","W24144","Member"
563,"2019-04-01 07:47:02","2019-04-01 07:56:26",31623,"Columbus Circle / Union Station",31625,"3rd & G St SE","W23910","Member"
342,"2019-04-01 07:47:11","2019-04-01 07:52:53",31201,"15th & P St NW",31266,"11th & M St NW","W23799","Member"
241,"2019-04-01 07:47:23","2019-04-01 07:51:24",31647,"7th St & Massachusetts Ave NE",31623,"Columbus Circle / Union Station","W23830","Member"
733,"2019-04-01 07:47:47","2019-04-01 08:00:00",31281,"8th & O St NW",31242,"18th St & Pennsylvania Ave NW","W24168","Member"
383,"2019-04-01 07:47:47","2019-04-01 07:54:11",31614,"11th & H St NE",31623,"Columbus Circle / Union Station","W23438","Member"
733,"2019-04-01 07:47:53","2019-04-01 08:00:06",31622,"13th & D St NE",31621,"4th & D St NW / Judiciary Square","W22652","Member"
386,"2019-04-01 07:47:54","2019-04-01 07:54:20",31305,"Connecticut Ave & Newark St NW / Cleveland Park",31323,"Woodley Park Metro / Calvert St & Connecticut Ave NW","W23159","Member"
850,"2019-04-01 07:47:59","2019-04-01 08:02:10",31117,"15th & Euclid St  NW",31238,"14th & G St NW","W22719","Member"
903,"2019-04-01 07:48:04","2019-04-01 08:03:08",31105,"14th & Harvard St NW",31255,"24th & N St NW","W20621","Member"
344,"2019-04-01 07:48:12","2019-04-01 07:53:57",31087,"Monroe Ave & Leslie Ave",31098,"King St Metro North / Cameron St",78336,"Member"
231,"2019-04-01 07:48:13","2019-04-01 07:52:04",31125,"15th & W St NW",31111,"10th & U St NW","W20579","Member"
411,"2019-04-01 07:48:15","2019-04-01 07:55:07",31602,"Park Rd & Holmead Pl NW",31404,"9th & Upshur St NW","W23984","Member"
687,"2019-04-01 07:48:19","2019-04-01 07:59:47",31296,"Columbia & Ontario Rd NW",31221,"18th & M St NW","W22571","Member"
1539,"2019-04-01 07:48:23","2019-04-01 08:14:03",31112,"Harvard St & Adams Mill Rd NW",31112,"Harvard St & Adams Mill Rd NW","W20351","Member"
212,"2019-04-01 07:48:25","2019-04-01 07:51:58",31082,"Eisenhower Ave & Mill Race Ln",31081,"Duke St & John Carlyle St",75702,"Member"
405,"2019-04-01 07:48:32","2019-04-01 07:55:18",31227,"13th St & New York Ave NW",31267,"17th St & Massachusetts Ave NW","W21726","Member"
794,"2019-04-01 07:48:34","2019-04-01 08:01:48",31241,"Thomas Circle",31244,"4th & E St SW","W20532","Member"
1715,"2019-04-01 07:48:34","2019-04-01 08:17:10",31306,"39th & Calvert St NW / Stoddert",31038,"Glebe Rd & 11th St N","E00062","Member"
276,"2019-04-01 07:48:42","2019-04-01 07:53:19",32027,"Battery Ln & Trolley Trail",32048,"Bethesda Metro / Wisconsin Ave & Old Georgetown Rd","W22361","Member"
200,"2019-04-01 07:48:44","2019-04-01 07:52:04",31298,"15th & M St NW",31291,"Vermont Ave & I St NW","W23022","Member"
747,"2019-04-01 07:48:55","2019-04-01 08:01:23",31630,"15th & East Capitol St NE",31603,"1st & M St NE","W24063","Member"
589,"2019-04-01 07:48:55","2019-04-01 07:58:44",31406,"14th & Upshur St NW",31117,"15th & Euclid St  NW","W00163","Member"
1118,"2019-04-01 07:48:56","2019-04-01 08:07:34",31029,"N Veitch St & 20th St N",31110,"20th St & Florida Ave NW","W21757","Member"
207,"2019-04-01 07:48:57","2019-04-01 07:52:25",31230,"Metro Center / 12th & G St NW",31231,"14th & D St NW / Ronald Reagan Building","W21083","Member"
1519,"2019-04-01 07:48:58","2019-04-01 08:14:18",31407,"14th St & Colorado Ave NW",31621,"4th & D St NW / Judiciary Square","W23024","Member"
545,"2019-04-01 07:49:00","2019-04-01 07:58:05",31118,"3rd & Elm St NW",31239,"Rhode Island & Connecticut Ave NW",75464,"Member"
517,"2019-04-01 07:49:03","2019-04-01 07:57:41",31647,"7th St & Massachusetts Ave NE",31644,"12th St & Pennsylvania Ave SE","W21385","Member"
1110,"2019-04-01 07:49:13","2019-04-01 08:07:43",31318,"Connecticut Ave & Yuma St NW",31212,"21st & M St NW","W20315","Member"
179,"2019-04-01 07:49:13","2019-04-01 07:52:12",31213,"17th & K St NW",31100,"19th St & Pennsylvania Ave NW","W00635","Member"
567,"2019-04-01 07:49:18","2019-04-01 07:58:45",31229,"New Hampshire Ave & T St NW",31275,"New Hampshire Ave & 24th St NW","W20694","Casual"
371,"2019-04-01 07:49:44","2019-04-01 07:55:56",31406,"14th & Upshur St NW",31649,"14th & Newton St NW",75570,"Member"
169,"2019-04-01 07:49:56","2019-04-01 07:52:45",31654,"King Greenleaf Rec Center",31650,"1st & M St SE","W20981","Member"
573,"2019-04-01 07:50:05","2019-04-01 07:59:39",31404,"9th & Upshur St NW",31126,"11th & Girard St NW","W00388","Member"
321,"2019-04-01 07:50:06","2019-04-01 07:55:28",31230,"Metro Center / 12th & G St NW",31248,"Smithsonian-National Mall / Jefferson Dr & 12th St SW","W21871","Member"
248,"2019-04-01 07:50:12","2019-04-01 07:54:21",31615,"6th & H St NE",31623,"Columbus Circle / Union Station","W20869","Member"
422,"2019-04-01 07:50:16","2019-04-01 07:57:18",31232,"7th & F St NW / National Portrait Gallery",31227,"13th St & New York Ave NW","W21009","Member"
492,"2019-04-01 07:50:16","2019-04-01 07:58:29",31281,"8th & O St NW",31233,"17th & K St NW / Farragut Square","W22866","Member"
294,"2019-04-01 07:50:20","2019-04-01 07:55:15",31043,"Saint Asaph St & Pendleton  St",31047,"Braddock Rd Metro","W21880","Member"
676,"2019-04-01 07:50:22","2019-04-01 08:01:38",31659,"11th & C St SE",31627,"3rd & M St NE","W21664","Member"
275,"2019-04-01 07:50:24","2019-04-01 07:55:00",31285,"22nd & P ST NW",31257,"22nd & I St NW / Foggy Bottom","W21841","Member"
218,"2019-04-01 07:50:27","2019-04-01 07:54:05",31275,"New Hampshire Ave & 24th St NW",31224,"19th & L St NW","W22609","Member"
150,"2019-04-01 07:50:34","2019-04-01 07:53:04",32055,"Woodmont Ave & Strathmore St",32013,"Montgomery & East Ln","W22006","Member"
588,"2019-04-01 07:50:36","2019-04-01 08:00:24",31107,"Lamont & Mt Pleasant NW",31241,"Thomas Circle","W21528","Member"
855,"2019-04-01 07:50:36","2019-04-01 08:04:51",31286,"11th & O St NW",31215,"Georgetown Harbor / 30th St NW","W22378","Member"
365,"2019-04-01 07:50:41","2019-04-01 07:56:46",31659,"11th & C St SE",31605,"3rd & D St SE","W23210","Member"
853,"2019-04-01 07:50:42","2019-04-01 08:04:56",31286,"11th & O St NW",31215,"Georgetown Harbor / 30th St NW","W22853","Member"
661,"2019-04-01 07:50:47","2019-04-01 08:01:49",31622,"13th & D St NE",31643,"1st & D St SE","W23798","Member"
1174,"2019-04-01 07:50:59","2019-04-01 08:10:33",31623,"Columbus Circle / Union Station",31277,"17th & G St NW","W21381","Member"
357,"2019-04-01 07:51:02","2019-04-01 07:57:00",31611,"13th & H St NE",31623,"Columbus Circle / Union Station","W01071","Member"
309,"2019-04-01 07:51:12","2019-04-01 07:56:22",31071,"Eads St & 12th St S",31011,"Crystal Dr & 23rd St S","W22806","Member"
454,"2019-04-01 07:51:14","2019-04-01 07:58:48",31228,"8th & H St NW",31266,"11th & M St NW","W23372","Member"
130,"2019-04-01 07:51:18","2019-04-01 07:53:29",31807,"Pleasant St & MLK Ave SE",31801,"Anacostia Metro","W22868","Member"
613,"2019-04-01 07:51:29","2019-04-01 08:01:42",31619,"Lincoln Park / 13th & East Capitol St NE ",31650,"1st & M St SE","W20334","Member"
